code|name|text
ER018|Buah ruruhi segar|Buah ruruhi segar per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 93.0 g zat air, 0.0 mg zat besi, 7 mcg zat beta-karoten, 29 zat energi, 7 mg zat fosfor, 45.0 mg zat kalium, 6 mg zat kalsium, 3.6 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 36 mg zat natrium, 0 mg zat niasin, 2.1 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.1 mg zat seng, 2.6 g zat serat, 0.00 mg zat tembaga, 0.06 mg zat thiamin dan 10 mg zat vitamin c. 
ER019|Buah tuppa segar|Buah tuppa segar per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 82.5 g zat air, 0.5 mg zat besi, 0 mcg zat beta-karoten, 67 zat energi, 139 mg zat fosfor, 0.0 mg zat kalium, 12 mg zat kalsium, 15.9 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 0 mg zat niasin, 0.4 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.5 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.04 mg zat thiamin dan 5 mg zat vitamin c. 
ER020|Pepaya segar|Pepaya segar per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 93.4 g zat air, 1.8 mg zat besi, 0 mcg zat beta-karoten, 24 zat energi, 33 mg zat fosfor, 0 mg zat kalium, 51 mg zat kalsium, 3.7 g zat karbohidrat, 1000 mcg zat karoten total, 0.2 g zat lemak, 0 mg zat natrium, 0.0 mg zat niasin, 1.9 g zat protein, 0 mcg zat retinol, 0.07 mg zat riboflavin, 0 mg zat seng, 1.0 g zat serat, 0 mg zat tembaga, 0.32 mg zat thiamin dan 85 mg zat vitamin c. 
ER021|Cempedak segar|Cempedak segar per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 67.0 g zat air, 1.5 mg zat besi, 79 mcg zat beta-karoten, 116 zat energi, 30 mg zat fosfor, 243.7 mg zat kalium, 20 mg zat kalsium, 28.6 g zat karbohidrat, 200 mcg zat karoten total, 0.4 g zat lemak, 25 mg zat natrium, 0.5 mg zat niasin, 3.0 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 3.4 g zat serat, 0 mg zat tembaga, 0.00 mg zat thiamin dan 15 mg zat vitamin c. 
ER022|Langsat segar|Langsat segar per 100 gram memiliki kandungan zat gizi seperti 0.7 g zat abu, 82.0 g zat air, 0.9 mg zat besi, 0 mcg zat beta-karoten, 63 zat energi, 9 mg zat fosfor, 149.0 mg zat kalium, 18 mg zat kalsium, 16.1 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 1.5 mg zat niasin, 1.0 g zat protein, 0 mcg zat retinol, 0.15 mg zat riboflavin, 0.2 mg zat seng, 4.3 g zat serat, 0.09 mg zat tembaga, 0.05 mg zat thiamin dan 9 mg zat vitamin c. 
ER023|Durian segar|Durian segar per 100 gram memiliki kandungan zat gizi seperti 8.0 g zat abu, 65.0 g zat air, 1.3 mg zat besi, 146 mcg zat beta-karoten, 134 zat energi, 44 mg zat fosfor, 601.0 mg zat kalium, 7 mg zat kalsium, 28.0 g zat karbohidrat, 175 mcg zat karoten total, 3.0 g zat lemak, 1 mg zat natrium, 136.5 mg zat niasin, 2.5 g zat protein, 0 mcg zat retinol, 0.19 mg zat riboflavin, 0.3 mg zat seng, 3.5 g zat serat, 0.12 mg zat tembaga, 0.10 mg zat thiamin dan 53 mg zat vitamin c. 
ER024|Jamblang segar|Jamblang segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 80.2 g zat air, 1.3 mg zat besi, 329 mcg zat beta-karoten, 80 zat energi, 138 mg zat fosfor, 92.7 mg zat kalium, 33 mg zat kalsium, 18.2 g zat karbohidrat, 0 mcg zat karoten total, 0.6 g zat lemak, 16 mg zat natrium, 2.5 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.3 mg zat seng, 0.9 g zat serat, 191.28 mg zat tembaga, 0.02 mg zat thiamin dan 130 mg zat vitamin c. 
ER025|Mangga saipan segar|Mangga saipan segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 72.5 g zat air, 0.5 mg zat besi, 2533 mcg zat beta-karoten, 98 zat energi, 15 mg zat fosfor, 250.9 mg zat kalium, 21 mg zat kalsium, 25.4 g zat karbohidrat, 1218 mcg zat karoten total, 0.2 g zat lemak, 3 mg zat natrium, 0.7 mg zat niasin, 1.4 g zat protein, 0 mcg zat retinol, 0.09 mg zat riboflavin, 0.1 mg zat seng, 1.9 g zat serat, 0.13 mg zat tembaga, 0.03 mg zat thiamin dan 56 mg zat vitamin c. 
ER026|Terong belanda segar|Terong belanda segar per 100 gram memiliki kandungan zat gizi seperti 1.5 g zat abu, 73.0 g zat air, 3.2 mg zat besi, 0 mcg zat beta-karoten, 122 zat energi, 69 mg zat fosfor, 0 mg zat kalium, 63 mg zat kalsium, 17.5 g zat karbohidrat, 2357 mcg zat karoten total, 4.5 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 3.5 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 9.3 g zat serat, 0 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
ER027|Markisa segar|Markisa segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 80.0 g zat air, 1.1 mg zat besi, 549 mcg zat beta-karoten, 70 zat energi, 50 mg zat fosfor, 257.1 mg zat kalium, 11 mg zat kalsium, 18.9 g zat karbohidrat, 10 mcg zat karoten total, 0.0 g zat lemak, 21 mg zat natrium, 1.1 mg zat niasin, 0.6 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.1 mg zat seng, 7.7 g zat serat, 0.06 mg zat tembaga, 0.00 mg zat thiamin dan 16 mg zat vitamin c. 
ER028|Mangga gandaria matang|Mangga gandaria matang per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 80.8 g zat air, 1.0 mg zat besi, 329 mcg zat beta-karoten, 68 zat energi, 20 mg zat fosfor, 129.0 mg zat kalium, 9 mg zat kalsium, 18.0 g zat karbohidrat, 1020 mcg zat karoten total, 0.1 g zat lemak, 3 mg zat natrium, 0.7 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.07 mg zat riboflavin, 0 mg zat seng, 2.2 g zat serat, 0 mg zat tembaga, 0.03 mg zat thiamin dan 111 mg zat vitamin c. 
ER029|Kacang tahiti segar|Kacang tahiti segar per 100 gram memiliki kandungan zat gizi seperti 1.6 g zat abu, 52.7 g zat air, 3.2 mg zat besi, 51 mcg zat beta-karoten, 191 zat energi, 69 mg zat fosfor, 403.3 mg zat kalium, 186 mg zat kalsium, 39.7 g zat karbohidrat, 0 mcg zat karoten total, 1.5 g zat lemak, 17 mg zat natrium, 1.8 mg zat niasin, 4.5 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 1.3 mg zat seng, 13.4 g zat serat, 0.69 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
ER030|Jambu air segar|Jambu air segar per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 87.0 g zat air, 1.1 mg zat besi, 92 mcg zat beta-karoten, 46 zat energi, 9 mg zat fosfor, 321.2 mg zat kalium, 8 mg zat kalsium, 11.8 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 11 mg zat natrium, 4.6 mg zat niasin, 0.6 g zat protein, 0 mcg zat retinol, 0.38 mg zat riboflavin, 0.1 mg zat seng, 2.1 g zat serat, 0 mg zat tembaga, 0.02 mg zat thiamin dan 5 mg zat vitamin c. 
ER031|Jambu biji|Jambu biji per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 86.0 g zat air, 1.1 mg zat besi, 27 mcg zat beta-karoten, 49 zat energi, 28 mg zat fosfor, 52.8 mg zat kalium, 14 mg zat kalsium, 12.2 g zat karbohidrat, 25 mcg zat karoten total, 0.3 g zat lemak, 10 mg zat natrium, 0.8 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.3 mg zat seng, 2.4 g zat serat, 0.02 mg zat tembaga, 0.02 mg zat thiamin dan 87 mg zat vitamin c. 
ER032|Jambu biji biasa|Jambu biji biasa per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 82.8 g zat air, 0.2 mg zat besi, 53 mcg zat beta-karoten, 61 zat energi, 41 mg zat fosfor, 103.0 mg zat kalium, 31 mg zat kalsium, 15.4 g zat karbohidrat, 18 mcg zat karoten total, 0.3 g zat lemak, 20 mg zat natrium, 1.3 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0.06 mg zat riboflavin, 0.5 mg zat seng, 4.5 g zat serat, 0.04 mg zat tembaga, 1.02 mg zat thiamin dan 116 mg zat vitamin c. 
ER033|Jambu bol segar|Jambu bol segar per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 87.1 g zat air, 0.3 mg zat besi, 92 mcg zat beta-karoten, 49 zat energi, 8 mg zat fosfor, 14.0 mg zat kalium, 8 mg zat kalsium, 9.6 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 1 mg zat natrium, 0.5 mg zat niasin, 2.3 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.0 mg zat seng, 3.5 g zat serat, 0.00 mg zat tembaga, 0.13 mg zat thiamin dan 22 mg zat vitamin c. 
ER034|Jambu mete segar|Jambu mete segar per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 82.6 g zat air, 0.5 mg zat besi, 1604 mcg zat beta-karoten, 64 zat energi, 13 mg zat fosfor, 107.8 mg zat kalium, 4 mg zat kalsium, 15.8 g zat karbohidrat, 25 mcg zat karoten total, 0.6 g zat lemak, 12 mg zat natrium, 2.0 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0 mg zat seng, 1.2 g zat serat, 0 mg zat tembaga, 0.02 mg zat thiamin dan 197 mg zat vitamin c. 
ER035|Jeruk bali segar|Jeruk bali segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 86.3 g zat air, 0.5 mg zat besi, 33 mcg zat beta-karoten, 48 zat energi, 27 mg zat fosfor, 366.1 mg zat kalium, 23 mg zat kalsium, 12.4 g zat karbohidrat, 20 mcg zat karoten total, 0.2 g zat lemak, 21 mg zat natrium, 0.4 mg zat niasin, 0.6 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 0.8 g zat serat, 171.25 mg zat tembaga, 0.04 mg zat thiamin dan 43 mg zat vitamin c. 
ER036|Jeruk keprok segar|Jeruk keprok segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 84.5 g zat air, 0.2 mg zat besi, 9 mcg zat beta-karoten, 61 zat energi, 13 mg zat fosfor, 79.0 mg zat kalium, 9 mg zat kalsium, 14.1 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 3 mg zat natrium, 0.3 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.1 mg zat seng, 5.4 g zat serat, 0.10 mg zat tembaga, 0.12 mg zat thiamin dan 31 mg zat vitamin c. 
ER037|Jeruk mandarin|Jeruk mandarin per 100 gram memiliki kandungan zat gizi seperti 0.7 g zat abu, 87.3 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 44 zat energi, 23 mg zat fosfor, 518.1 mg zat kalium, 33 mg zat kalsium, 10.9 g zat karbohidrat, 420 mcg zat karoten total, 0.3 g zat lemak, 5 mg zat natrium, 0.2 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.2 mg zat seng, 1.6 g zat serat, 169.30 mg zat tembaga, 0.07 mg zat thiamin dan 31 mg zat vitamin c. 
ER038|Jeruk kasturi segar|Jeruk kasturi segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 90.2 g zat air, 0.5 mg zat besi, 1 mcg zat beta-karoten, 39 zat energi, 85 mg zat fosfor, 82.0 mg zat kalium, 42 mg zat kalsium, 8.9 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 3 mg zat natrium, 0.0 mg zat niasin, 0.3 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.1 mg zat seng, 2.3 g zat serat, 0.30 mg zat tembaga, 0.02 mg zat thiamin dan 30 mg zat vitamin c. 
ER039|Jeruk manis segar|Jeruk manis segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 87.2 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 45 zat energi, 23 mg zat fosfor, 472.1 mg zat kalium, 33 mg zat kalsium, 11.2 g zat karbohidrat, 190 mcg zat karoten total, 0.2 g zat lemak, 4 mg zat natrium, 0.2 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.2 mg zat seng, 1.4 g zat serat, 160.00 mg zat tembaga, 0.08 mg zat thiamin dan 49 mg zat vitamin c. 
ER040|Jeruk nipis segar|Jeruk nipis segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 88.9 g zat air, 0.2 mg zat besi, 23 mcg zat beta-karoten, 44 zat energi, 22 mg zat fosfor, 108.9 mg zat kalium, 18 mg zat kalsium, 10.0 g zat karbohidrat, 4 mcg zat karoten total, 0.2 g zat lemak, 3 mg zat natrium, 0.2 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.1 mg zat seng, 0.4 g zat serat, 0.06 mg zat tembaga, 0.01 mg zat thiamin dan 20 mg zat vitamin c. 
ER041|Jeruk ragi segar|Jeruk ragi segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 87.6 g zat air, 0.7 mg zat besi, 0 mcg zat beta-karoten, 49 zat energi, 67 mg zat fosfor, 457.3 mg zat kalium, 36 mg zat kalsium, 11.1 g zat karbohidrat, 68 mcg zat karoten total, 0.2 g zat lemak, 4 mg zat natrium, 0.2 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.2 mg zat seng, 0.5 g zat serat, 155.00 mg zat tembaga, 0.03 mg zat thiamin dan 30 mg zat vitamin c. 
ER042|Kawista segar|Kawista segar per 100 gram memiliki kandungan zat gizi seperti 1.4 g zat abu, 71.8 g zat air, 1.6 mg zat besi, 99 mcg zat beta-karoten, 120 zat energi, 230 mg zat fosfor, 1015.6 mg zat kalium, 190 mg zat kalsium, 20.8 g zat karbohidrat, 0 mcg zat karoten total, 2.5 g zat lemak, 9 mg zat natrium, 0.4 mg zat niasin, 3.5 g zat protein, 0 mcg zat retinol, 0.07 mg zat riboflavin, 0.4 mg zat seng, 4.6 g zat serat, 308.43 mg zat tembaga, 0.07 mg zat thiamin dan 3 mg zat vitamin c. 
ER043|Kedondong matang segar|Kedondong matang segar per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 88.0 g zat air, 2.8 mg zat besi, 164 mcg zat beta-karoten, 46 zat energi, 22 mg zat fosfor, 216.2 mg zat kalium, 15 mg zat kalsium, 10.3 g zat karbohidrat, 233 mcg zat karoten total, 0.1 g zat lemak, 2 mg zat natrium, 0.3 mg zat niasin, 1.0 g zat protein, 0 mcg zat retinol, 0.23 mg zat riboflavin, 0.1 mg zat seng, 2.6 g zat serat, 0.03 mg zat tembaga, 0.08 mg zat thiamin dan 30 mg zat vitamin c. 
ER044|Kedondong muda segar|Kedondong muda segar per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 87.8 g zat air, 0.8 mg zat besi, 167 mcg zat beta-karoten, 47 zat energi, 58 mg zat fosfor, 0.0 mg zat kalium, 7 mg zat kalsium, 10.4 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 0.4 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0.04 mg zat riboflavin, 0.2 mg zat seng, 2.7 g zat serat, 0 mg zat tembaga, 0.07 mg zat thiamin dan 32 mg zat vitamin c. 
ER045|Woromo kering|Woromo kering per 100 gram memiliki kandungan zat gizi seperti 3.4 g zat abu, 6.0 g zat air, 3.8 mg zat besi, 0 mcg zat beta-karoten, 623 zat energi, 280 mg zat fosfor, 460.0 mg zat kalium, 120 mg zat kalsium, 36.5 g zat karbohidrat, 0 mcg zat karoten total, 52.1 g zat lemak, 100 mg zat natrium, 0.2 mg zat niasin, 2.0 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 1.9 mg zat seng, 15.3 g zat serat, 1.70 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
ER046|Daging kelapa muda segar|Daging kelapa muda segar per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 83.3 g zat air, 1.0 mg zat besi, 0 mcg zat beta-karoten, 68 zat energi, 30 mg zat fosfor, 564.6 mg zat kalium, 7 mg zat kalsium, 14.0 g zat karbohidrat, 0 mcg zat karoten total, 0.9 g zat lemak, 18 mg zat natrium, 0.6 mg zat niasin, 1.0 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.3 mg zat seng, 0.0 g zat serat, 0.14 mg zat tembaga, 0.06 mg zat thiamin dan 4 mg zat vitamin c. 
ER047|Kemang segar|Kemang segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 86.5 g zat air, 0.1 mg zat besi, 318 mcg zat beta-karoten, 48 zat energi, 24 mg zat fosfor, 88.6 mg zat kalium, 10 mg zat kalsium, 11.9 g zat karbohidrat, 6 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 0.3 mg zat niasin, 1.0 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.1 mg zat seng, 1.7 g zat serat, 0.04 mg zat tembaga, 0.08 mg zat thiamin dan 58 mg zat vitamin c. 
ER048|Kesemek segar|Kesemek segar per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 78.2 g zat air, 0.3 mg zat besi, 109 mcg zat beta-karoten, 78 zat energi, 26 mg zat fosfor, 34.5 mg zat kalium, 6 mg zat kalsium, 20.0 g zat karbohidrat, 2710 mcg zat karoten total, 0.4 g zat lemak, 0 mg zat natrium, 0.1 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 0.6 g zat serat, 0.13 mg zat tembaga, 0.05 mg zat thiamin dan 11 mg zat vitamin c. 
ER049|Duku segar|Duku segar per 100 gram memiliki kandungan zat gizi seperti 0.2 g zat abu, 85.0 g zat air, 1.3 mg zat besi, 0 mcg zat beta-karoten, 86 zat energi, 38 mg zat fosfor, 118.3 mg zat kalium, 22 mg zat kalsium, 13.0 g zat karbohidrat, 20 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 1.5 mg zat niasin, 1.6 g zat protein, 0 mcg zat retinol, 0.04 mg zat riboflavin, 0.2 mg zat seng, 1.4 g zat serat, 0.08 mg zat tembaga, 0.04 mg zat thiamin dan 3 mg zat vitamin c. 
ER050|Asam jawa manila segar|Asam jawa manila segar per 100 gram memiliki kandungan zat gizi seperti 2.9 g zat abu, 20.1 g zat air, 3.7 mg zat besi, 0 mcg zat beta-karoten, 315 zat energi, 120 mg zat fosfor, 0 mg zat kalium, 160 mg zat kalsium, 73.5 g zat karbohidrat, 0 mcg zat karoten total, 1.4 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 2.1 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 3.6 g zat serat, 0 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
ER051|Langsat segar|Langsat segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 84.1 g zat air, 1.1 mg zat besi, 0 mcg zat beta-karoten, 56 zat energi, 24 mg zat fosfor, 232.0 mg zat kalium, 17 mg zat kalsium, 14.3 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 1 mg zat natrium, 0.8 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 1.4 g zat serat, 0.09 mg zat tembaga, 0.07 mg zat thiamin dan 9 mg zat vitamin c. 
ER052|Lemon segar|Lemon segar per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 92.2 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 34 zat energi, 20 mg zat fosfor, 140.0 mg zat kalium, 23 mg zat kalsium, 6.2 g zat karbohidrat, 0 mcg zat karoten total, 0.8 g zat lemak, 31 mg zat natrium, 0.3 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0.12 mg zat riboflavin, 0.2 mg zat seng, 0.1 g zat serat, 0.10 mg zat tembaga, 0.09 mg zat thiamin dan 50 mg zat vitamin c. 
ER053|Lontar segar|Lontar segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 93.0 g zat air, 0.5 mg zat besi, 0 mcg zat beta-karoten, 27 zat energi, 243 mg zat fosfor, 0 mg zat kalium, 91 mg zat kalsium, 6.0 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 0.4 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.6 g zat serat, 0 mg zat tembaga, 0.03 mg zat thiamin dan 0 mg zat vitamin c. 
ER054|Mangga segar|Mangga segar per 100 gram memiliki kandungan zat gizi seperti 0.2 g zat abu, 86.6 g zat air, 1.0 mg zat besi, 316 mcg zat beta-karoten, 52 zat energi, 16 mg zat fosfor, 140.0 mg zat kalium, 20 mg zat kalsium, 12.3 g zat karbohidrat, 0 mcg zat karoten total, 0.0 g zat lemak, 3 mg zat natrium, 0.3 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.0 mg zat seng, 1.6 g zat serat, 0.33 mg zat tembaga, 0.03 mg zat thiamin dan 12 mg zat vitamin c. 
ER055|Mangga brazil segar|Mangga brazil segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 84.4 g zat air, 0.2 mg zat besi, 10 mcg zat beta-karoten, 63 zat energi, 13 mg zat fosfor, 79.0 mg zat kalium, 9 mg zat kalsium, 12.4 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 3 mg zat natrium, 0.4 mg zat niasin, 2.4 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.1 mg zat seng, 5.8 g zat serat, 0.10 mg zat tembaga, 0.18 mg zat thiamin dan 43 mg zat vitamin c. 
ER056|Mangga gedung segar|Mangga gedung segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 87.4 g zat air, 0.2 mg zat besi, 113 mcg zat beta-karoten, 44 zat energi, 10 mg zat fosfor, 83.6 mg zat kalium, 13 mg zat kalsium, 11.2 g zat karbohidrat, 16400 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 0.3 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.1 mg zat seng, 1.6 g zat serat, 0.04 mg zat tembaga, 0.08 mg zat thiamin dan 30 mg zat vitamin c. 
ER057|Mangga teluk cedar segar|Mangga teluk cedar segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 82.2 g zat air, 0.7 mg zat besi, 160 mcg zat beta-karoten, 63 zat energi, 10 mg zat fosfor, 118.1 mg zat kalium, 14 mg zat kalsium, 16.7 g zat karbohidrat, 3715 mcg zat karoten total, 0.2 g zat lemak, 3 mg zat natrium, 0.4 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.1 mg zat seng, 2.3 g zat serat, 0.05 mg zat tembaga, 0.08 mg zat thiamin dan 65 mg zat vitamin c. 
ER058|Mangga arumanis segar|Mangga arumanis segar per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 86.6 g zat air, 0.2 mg zat besi, 120 mcg zat beta-karoten, 46 zat energi, 9 mg zat fosfor, 88.9 mg zat kalium, 15 mg zat kalsium, 11.9 g zat karbohidrat, 1200 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 0.3 mg zat niasin, 0.4 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.1 mg zat seng, 1.7 g zat serat, 0.04 mg zat tembaga, 0.08 mg zat thiamin dan 6 mg zat vitamin c. 
ER059|Mangga indramayu segar|Mangga indramayu segar per 100 gram memiliki kandungan zat gizi seperti 0.1 g zat abu, 80.2 g zat air, 1.9 mg zat besi, 178 mcg zat beta-karoten, 72 zat energi, 10 mg zat fosfor, 131.4 mg zat kalium, 13 mg zat kalsium, 18.7 g zat karbohidrat, 2900 mcg zat karoten total, 0.2 g zat lemak, 3 mg zat natrium, 0.5 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.1 mg zat seng, 2.5 g zat serat, 0.06 mg zat tembaga, 0.06 mg zat thiamin dan 16 mg zat vitamin c. 
ER060|Mangga kopek segar|Mangga kopek segar per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 84.5 g zat air, 1.7 mg zat besi, 139 mcg zat beta-karoten, 56 zat energi, 10 mg zat fosfor, 102.9 mg zat kalium, 16 mg zat kalsium, 14.6 g zat karbohidrat, 6520 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 0.4 mg zat niasin, 0.4 g zat protein, 0 mcg zat retinol, 0.01 mg zat riboflavin, 0.1 mg zat seng, 2.0 g zat serat, 0.04 mg zat tembaga, 0.03 mg zat thiamin dan 27 mg zat vitamin c. 
ER061|Mangga kweni segar|Mangga kweni segar per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 78.6 g zat air, 0.2 mg zat besi, 932 mcg zat beta-karoten, 86 zat energi, 11 mg zat fosfor, 16.0 mg zat kalium, 11 mg zat kalsium, 19.8 g zat karbohidrat, 0 mcg zat karoten total, 0.5 g zat lemak, 1 mg zat natrium, 0.5 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.1 mg zat seng, 6.5 g zat serat, 0.10 mg zat tembaga, 0.15 mg zat thiamin dan 18 mg zat vitamin c. 
ER062|Mangga manalagi segar|Mangga manalagi segar per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 66.5 g zat air, 1.0 mg zat besi, 4 mcg zat beta-karoten, 133 zat energi, 23 mg zat fosfor, 161.0 mg zat kalium, 20 mg zat kalsium, 32.1 g zat karbohidrat, 0 mcg zat karoten total, 0.1 g zat lemak, 70 mg zat natrium, 0.6 mg zat niasin, 1.0 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.0 mg zat seng, 11.8 g zat serat, 0.00 mg zat tembaga, 0.07 mg zat thiamin dan 61 mg zat vitamin c. 
