code|name|text
AP039|Brem|Brem per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 37.4 g zat air, 2.0 mg zat besi, 0 mcg zat beta-karoten, 249 zat energi, 86 mg zat fosfor, 0 mg zat kalium, 198 mg zat kalsium, 58.0 g zat karbohidrat, 240 mcg zat karoten total, 0.4 g zat lemak, 0 mg zat natrium, 0.0 mg zat niasin, 3.4 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.34 mg zat thiamin dan 0 mg zat vitamin c. 
AP040|Bubur tinotuan (Manado)|Bubur tinotuan (Manado) per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 80.9 g zat air, 0.4 mg zat besi, 1437 mcg zat beta-karoten, 156 zat energi, 20 mg zat fosfor, 164.0 mg zat kalium, 41 mg zat kalsium, 15.6 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 486 mg zat natrium, 0 mg zat niasin, 2.3 g zat protein, 0 mcg zat retinol, 0.04 mg zat riboflavin, 0.4 mg zat seng, 8.2 g zat serat, 0.30 mg zat tembaga, 0.10 mg zat thiamin dan 15 mg zat vitamin c. 
AP041|Bolu tapai|Bolu tapai per 100 gram memiliki kandungan zat gizi seperti 1.4 g zat abu, 32.2 g zat air, 2.6 mg zat besi, 0 mcg zat beta-karoten, 323 zat energi, 83 mg zat fosfor, 0 mg zat kalium, 131 mg zat kalsium, 50.1 g zat karbohidrat, 1872 mcg zat karoten total, 11.5 g zat lemak, 0 mg zat natrium, 0.3 mg zat niasin, 4.9 g zat protein, 26 mcg zat retinol, 0.16 mg zat riboflavin, 0 mg zat seng, 1.4 g zat serat, 0 mg zat tembaga, 0.38 mg zat thiamin dan 0 mg zat vitamin c. 
AP042|Cangkuning|Cangkuning per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 57.5 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 204 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 31.4 g zat karbohidrat, 0 mcg zat karoten total, 7.5 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 2.8 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP043|Dodol bali|Dodol bali per 100 gram memiliki kandungan zat gizi seperti 1.8 g zat abu, 26.5 g zat air, 2.5 mg zat besi, 0 mcg zat beta-karoten, 298 zat energi, 76 mg zat fosfor, 0 mg zat kalium, 70 mg zat kalsium, 65.9 g zat karbohidrat, 496 mcg zat karoten total, 2.1 g zat lemak, 0 mg zat natrium, 2.5 mg zat niasin, 3.7 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.4 g zat serat, 0 mg zat tembaga, 0.28 mg zat thiamin dan 0 mg zat vitamin c. 
AP044|Dodol galamai|Dodol galamai per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 16.5 g zat air, 2.6 mg zat besi, 0 mcg zat beta-karoten, 348 zat energi, 144 mg zat fosfor, 76.0 mg zat kalium, 41 mg zat kalsium, 76.1 g zat karbohidrat, 0 mcg zat karoten total, 3.8 g zat lemak, 38 mg zat natrium, 1.8 mg zat niasin, 0.4 g zat protein, 0 mcg zat retinol, 0.06 mg zat riboflavin, 2.1 mg zat seng, 0.5 g zat serat, 0.30 mg zat tembaga, 0.03 mg zat thiamin dan 0 mg zat vitamin c. 
AP045|Dodol kedondong|Dodol kedondong per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 26.4 g zat air, 2.3 mg zat besi, 0 mcg zat beta-karoten, 331 zat energi, 55 mg zat fosfor, 0 mg zat kalium, 90 mg zat kalsium, 63.8 g zat karbohidrat, 408 mcg zat karoten total, 7.6 g zat lemak, 0 mg zat natrium, 0.8 mg zat niasin, 1.9 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.0 g zat serat, 0 mg zat tembaga, 0.11 mg zat thiamin dan 5 mg zat vitamin c. 
AP046|Dodol manado|Dodol manado per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 26.1 g zat air, 2.4 mg zat besi, 0 mcg zat beta-karoten, 373 zat energi, 142 mg zat fosfor, 72.0 mg zat kalium, 41 mg zat kalsium, 51.9 g zat karbohidrat, 0 mcg zat karoten total, 16.5 g zat lemak, 35 mg zat natrium, 2.1 mg zat niasin, 4.3 g zat protein, 0 mcg zat retinol, 0.06 mg zat riboflavin, 2.1 mg zat seng, 0.4 g zat serat, 0.30 mg zat tembaga, 0.04 mg zat thiamin dan 0 mg zat vitamin c. 
AP047|Emping beras|Emping beras per 100 gram memiliki kandungan zat gizi seperti 1.9 g zat abu, 13.6 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 403 zat energi, 240 mg zat fosfor, 113.0 mg zat kalium, 11 mg zat kalsium, 85.3 g zat karbohidrat, 0 mcg zat karoten total, 2.2 g zat lemak, 1 mg zat natrium, 0 mg zat niasin, 10.6 g zat protein, 0 mcg zat retinol, 0.16 mg zat riboflavin, 2.4 mg zat seng, 0.2 g zat serat, 0.30 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
AP048|Gemblong|Gemblong per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 36.2 g zat air, 3.3 mg zat besi, 0 mcg zat beta-karoten, 274 zat energi, 55 mg zat fosfor, 0 mg zat kalium, 69 mg zat kalsium, 55.5 g zat karbohidrat, 0 mcg zat karoten total, 5.4 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 1.7 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 2.2 g zat serat, 0 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
AP049|Gendar goreng|Gendar goreng per 100 gram memiliki kandungan zat gizi seperti 3.0 g zat abu, 30.4 g zat air, 1.6 mg zat besi, 0 mcg zat beta-karoten, 407 zat energi, 62 mg zat fosfor, 0 mg zat kalium, 216 mg zat kalsium, 32.0 g zat karbohidrat, 184 mcg zat karoten total, 28.2 g zat lemak, 0 mg zat natrium, 0.6 mg zat niasin, 6.4 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0 mg zat seng, 0.1 g zat serat, 0 mg zat tembaga, 0.16 mg zat thiamin dan 0 mg zat vitamin c. 
AP050|Kerak nasi goreng|Kerak nasi goreng per 100 gram memiliki kandungan zat gizi seperti 2.0 g zat abu, 6.5 g zat air, 2.5 mg zat besi, 0 mcg zat beta-karoten, 474 zat energi, 64 mg zat fosfor, 38.0 mg zat kalium, 36 mg zat kalsium, 62.3 g zat karbohidrat, 200 mcg zat karoten total, 21.6 g zat lemak, 0 mg zat natrium, 0.8 mg zat niasin, 7.6 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.5 mg zat seng, 1.2 g zat serat, 0.05 mg zat tembaga, 0.25 mg zat thiamin dan 0 mg zat vitamin c. 
AP051|Gerontol jagung|Gerontol jagung per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 61.7 g zat air, 1.2 mg zat besi, 0 mcg zat beta-karoten, 156 zat energi, 105 mg zat fosfor, 0 mg zat kalium, 51 mg zat kalsium, 33.3 g zat karbohidrat, 162 mcg zat karoten total, 1.3 g zat lemak, 0 mg zat natrium, 0.0 mg zat niasin, 2.7 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0 mg zat seng, 1.0 g zat serat, 0 mg zat tembaga, 0.08 mg zat thiamin dan 0 mg zat vitamin c. 
AP052|Jagung titi|Jagung titi per 100 gram memiliki kandungan zat gizi seperti 0.1 g zat abu, 9.2 g zat air, 2.9 mg zat besi, 0 mcg zat beta-karoten, 374 zat energi, 142 mg zat fosfor, 0 mg zat kalium, 14 mg zat kalsium, 79.1 g zat karbohidrat, 11507 mcg zat karoten total, 2.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 9.4 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.8 g zat serat, 9.00 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
AP053|Japilus|Japilus per 100 gram memiliki kandungan zat gizi seperti 2.7 g zat abu, 3.8 g zat air, 4.9 mg zat besi, 0 mcg zat beta-karoten, 500 zat energi, 29 mg zat fosfor, 0 mg zat kalium, 186 mg zat kalsium, 67.3 g zat karbohidrat, 0 mcg zat karoten total, 25.1 g zat lemak, 0 mg zat natrium, 0.4 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0 mg zat seng, 0.4 g zat serat, 0 mg zat tembaga, 0.17 mg zat thiamin dan 0 mg zat vitamin c. 
AP054|Kakicak|Kakicak per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 43.9 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 296 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 36.7 g zat karbohidrat, 0 mcg zat karoten total, 15.1 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 3.4 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP055|Kambose|Kambose per 100 gram memiliki kandungan zat gizi seperti 0.7 g zat abu, 61.5 g zat air, 0.7 mg zat besi, 256 mcg zat beta-karoten, 164 zat energi, 36 mg zat fosfor, 32.0 mg zat kalium, 16 mg zat kalsium, 32.6 g zat karbohidrat, 0 mcg zat karoten total, 2.4 g zat lemak, 0 mg zat natrium, 0.4 mg zat niasin, 3.0 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 1.6 mg zat seng, 4.3 g zat serat, 0.10 mg zat tembaga, 0.10 mg zat thiamin dan 0 mg zat vitamin c. 
AP056|Kapusa|Kapusa per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 63.5 g zat air, 1.2 mg zat besi, 1374 mcg zat beta-karoten, 158 zat energi, 115 mg zat fosfor, 149.0 mg zat kalium, 79 mg zat kalsium, 27.8 g zat karbohidrat, 0 mcg zat karoten total, 3.2 g zat lemak, 104 mg zat natrium, 0.1 mg zat niasin, 4.4 g zat protein, 0 mcg zat retinol, 0.05 mg zat riboflavin, 1.1 mg zat seng, 5.3 g zat serat, 0.50 mg zat tembaga, 0.06 mg zat thiamin dan 0 mg zat vitamin c. 
AP057|Keddo bodong|Keddo bodong per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 33.9 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 290 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 55.2 g zat karbohidrat, 0 mcg zat karoten total, 5.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 4.6 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP058|Kue kelepon|Kue kelepon per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 49.6 g zat air, 3.3 mg zat besi, 0 mcg zat beta-karoten, 215 zat energi, 45 mg zat fosfor, 0 mg zat kalium, 232 mg zat kalsium, 41.8 g zat karbohidrat, 872 mcg zat karoten total, 3.7 g zat lemak, 0 mg zat natrium, 0.2 mg zat niasin, 3.7 g zat protein, 0 mcg zat retinol, 0.07 mg zat riboflavin, 0 mg zat seng, 1.0 g zat serat, 0 mg zat tembaga, 0.09 mg zat thiamin dan 0 mg zat vitamin c. 
AP059|Kereput|Kereput per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 3.5 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 580 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 51.1 g zat karbohidrat, 0 mcg zat karoten total, 39.6 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 4.8 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP060|Ketoprak|Ketoprak per 100 gram memiliki kandungan zat gizi seperti 2.6 g zat abu, 69.1 g zat air, 3.4 mg zat besi, 0 mcg zat beta-karoten, 153 zat energi, 134 mg zat fosfor, 0 mg zat kalium, 153 mg zat kalsium, 13.0 g zat karbohidrat, 435 mcg zat karoten total, 7.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 7.9 g zat protein, 3 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 2.9 g zat serat, 0 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
AP061|Ketupat kandangan|Ketupat kandangan per 100 gram memiliki kandungan zat gizi seperti 0.7 g zat abu, 78.5 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 109 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 13.4 g zat karbohidrat, 0 mcg zat karoten total, 5.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 2.2 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP062|Koya|Koya per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 13.2 g zat air, 7.0 mg zat besi, 0 mcg zat beta-karoten, 366 zat energi, 222 mg zat fosfor, 0 mg zat kalium, 153 mg zat kalsium, 77.5 g zat karbohidrat, 0 mcg zat karoten total, 4.3 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 4.2 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.8 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP063|Koya mirasa|Koya mirasa per 100 gram memiliki kandungan zat gizi seperti 1.6 g zat abu, 7.2 g zat air, 17.0 mg zat besi, 0 mcg zat beta-karoten, 370 zat energi, 110 mg zat fosfor, 0 mg zat kalium, 83 mg zat kalsium, 82.2 g zat karbohidrat, 144 mcg zat karoten total, 1.0 g zat lemak, 0 mg zat natrium, 2.6 mg zat niasin, 8.0 g zat protein, 3 mcg zat retinol, 0.45 mg zat riboflavin, 0 mg zat seng, 0.4 g zat serat, 0 mg zat tembaga, 0.19 mg zat thiamin dan 0 mg zat vitamin c. 
AP064|Koyabu|Koyabu per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 44.2 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 241 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 47.2 g zat karbohidrat, 0 mcg zat karoten total, 4.3 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 3.4 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP065|Kue ali|Kue ali per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 12.8 g zat air, 2.5 mg zat besi, 0 mcg zat beta-karoten, 440 zat energi, 47 mg zat fosfor, 0 mg zat kalium, 27 mg zat kalsium, 64.5 g zat karbohidrat, 0 mcg zat karoten total, 18.5 g zat lemak, 0 mg zat natrium, 0.0 mg zat niasin, 3.8 g zat protein, 0 mcg zat retinol, 0.09 mg zat riboflavin, 0 mg zat seng, 0.3 g zat serat, 0 mg zat tembaga, 0.13 mg zat thiamin dan 0 mg zat vitamin c. 
AP066|Kue bangen|Kue bangen per 100 gram memiliki kandungan zat gizi seperti 2.2 g zat abu, 5.6 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 442 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 74.2 g zat karbohidrat, 0 mcg zat karoten total, 14.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 3.3 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP067|Kue gelang|Kue gelang per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 7.1 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 448 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 70.0 g zat karbohidrat, 0 mcg zat karoten total, 16.1 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 5.8 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP068|Kue jahe|Kue jahe per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 3.7 g zat air, 4.0 mg zat besi, 0 mcg zat beta-karoten, 425 zat energi, 61 mg zat fosfor, 0 mg zat kalium, 155 mg zat kalsium, 84.6 g zat karbohidrat, 0 mcg zat karoten total, 8.8 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 1.6 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.2 g zat serat, 0 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
AP069|Kue kelapa|Kue kelapa per 100 gram memiliki kandungan zat gizi seperti 1.5 g zat abu, 3.3 g zat air, 1.6 mg zat besi, 0 mcg zat beta-karoten, 591 zat energi, 180 mg zat fosfor, 443.0 mg zat kalium, 32 mg zat kalsium, 47.5 g zat karbohidrat, 0 mcg zat karoten total, 42.1 g zat lemak, 33 mg zat natrium, 0 mg zat niasin, 5.6 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 1.1 mg zat seng, 0 g zat serat, 0.50 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP070|Kue koa|Kue koa per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 14.5 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 340 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 79.3 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 4.8 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP071|Kue ku temu|Kue ku temu per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 46.2 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 214 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 49.6 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 3.5 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP072|Kue lumpur|Kue lumpur per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 40.1 g zat air, 2.3 mg zat besi, 0 mcg zat beta-karoten, 291 zat energi, 60 mg zat fosfor, 0 mg zat kalium, 96 mg zat kalsium, 44.1 g zat karbohidrat, 400 mcg zat karoten total, 11.1 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 3.6 g zat protein, 20 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0.24 mg zat thiamin dan 0 mg zat vitamin c. 
AP073|Kue pelita|Kue pelita per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 71.0 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 141 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 17.6 g zat karbohidrat, 0 mcg zat karoten total, 5.5 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 5.3 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP074|Kue putu cangkir|Kue putu cangkir per 100 gram memiliki kandungan zat gizi seperti 0.2 g zat abu, 32.6 g zat air, 4.0 mg zat besi, 0 mcg zat beta-karoten, 304 zat energi, 193 mg zat fosfor, 0 mg zat kalium, 18 mg zat kalsium, 54.9 g zat karbohidrat, 0 mcg zat karoten total, 7.0 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 5.3 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.9 g zat serat, 0 mg zat tembaga, 0.06 mg zat thiamin dan 0 mg zat vitamin c. 
AP075|Kue sus|Kue sus per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 56.6 g zat air, 2.5 mg zat besi, 0 mcg zat beta-karoten, 221 zat energi, 85 mg zat fosfor, 0 mg zat kalium, 105 mg zat kalsium, 24.8 g zat karbohidrat, 1300 mcg zat karoten total, 10.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 7.5 g zat protein, 26 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0.12 mg zat thiamin dan 0 mg zat vitamin c. 
AP076|Kue thipan|Kue thipan per 100 gram memiliki kandungan zat gizi seperti 0.4 g zat abu, 43.0 g zat air, 1.8 mg zat besi, 0 mcg zat beta-karoten, 247 zat energi, 107 mg zat fosfor, 56.0 mg zat kalium, 16 mg zat kalsium, 49.5 g zat karbohidrat, 0 mcg zat karoten total, 4.2 g zat lemak, 95 mg zat natrium, 0 mg zat niasin, 2.9 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.8 mg zat seng, 0 g zat serat, 1.30 mg zat tembaga, 0.17 mg zat thiamin dan 0 mg zat vitamin c. 
AP077|Laksa/Putu mayang|Laksa/Putu mayang per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 73.2 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 121 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 21.1 g zat karbohidrat, 0 mcg zat karoten total, 3.4 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 1.7 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP078|Lapis legit|Lapis legit per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 21.3 g zat air, 1.9 mg zat besi, 0 mcg zat beta-karoten, 389 zat energi, 136 mg zat fosfor, 0 mg zat kalium, 16 mg zat kalsium, 55.5 g zat karbohidrat, 1032 mcg zat karoten total, 15.7 g zat lemak, 0 mg zat natrium, 3.0 mg zat niasin, 6.6 g zat protein, 41 mcg zat retinol, 0.09 mg zat riboflavin, 0 mg zat seng, 0.5 g zat serat, 0 mg zat tembaga, 0.26 mg zat thiamin dan 0 mg zat vitamin c. 
AP079|Lupis ketan|Lupis ketan per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 61.0 g zat air, 1.5 mg zat besi, 0 mcg zat beta-karoten, 164 zat energi, 31 mg zat fosfor, 0 mg zat kalium, 119 mg zat kalsium, 34.5 g zat karbohidrat, 0 mcg zat karoten total, 2.1 g zat lemak, 0 mg zat natrium, 0.2 mg zat niasin, 1.8 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0 mg zat seng, 0.7 g zat serat, 0 mg zat tembaga, 0.09 mg zat thiamin dan 0 mg zat vitamin c. 
AP080|Manan samin|Manan samin per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 27.1 g zat air, 0 mg zat besi, 0 mcg zat beta-karoten, 379 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 50.6 g zat karbohidrat, 0 mcg zat karoten total, 18.1 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 3.4 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP081|Martabak india|Martabak india per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 65.8 g zat air, 2.4 mg zat besi, 0 mcg zat beta-karoten, 153 zat energi, 108 mg zat fosfor, 112.0 mg zat kalium, 14 mg zat kalsium, 24.3 g zat karbohidrat, 0 mcg zat karoten total, 4.2 g zat lemak, 240 mg zat natrium, 0 mg zat niasin, 4.5 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.5 mg zat seng, 0 g zat serat, 0.40 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP082|Martabak mesir|Martabak mesir per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 40.2 g zat air, 3.4 mg zat besi, 0 mcg zat beta-karoten, 278 zat energi, 168 mg zat fosfor, 123.0 mg zat kalium, 49 mg zat kalsium, 45.0 g zat karbohidrat, 0 mcg zat karoten total, 8.6 g zat lemak, 193 mg zat natrium, 0 mg zat niasin, 5.1 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.9 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP083|Masekat|Masekat per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 15.6 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 369 zat energi, 52 mg zat fosfor, 12.0 mg zat kalium, 17 mg zat kalsium, 74.1 g zat karbohidrat, 0 mcg zat karoten total, 7.0 g zat lemak, 141 mg zat natrium, 0 mg zat niasin, 2.1 g zat protein, 155 mcg zat retinol, 0 mg zat riboflavin, 0.3 mg zat seng, 4.0 g zat serat, 0.40 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
AP084|Mie aceh rebus|Mie aceh rebus per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 74.6 g zat air, 1.4 mg zat besi, 0 mcg zat beta-karoten, 113 zat energi, 44 mg zat fosfor, 36.0 mg zat kalium, 22 mg zat kalsium, 18.1 g zat karbohidrat, 0 mcg zat karoten total, 3.2 g zat lemak, 191 mg zat natrium, 0.0 mg zat niasin, 3.0 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.3 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
AP085|Mie ayam|Mie ayam per 100 gram memiliki kandungan zat gizi seperti 0.8 g zat abu, 78.6 g zat air, 1.8 mg zat besi, 0 mcg zat beta-karoten, 102 zat energi, 51 mg zat fosfor, 0 mg zat kalium, 262 mg zat kalsium, 10.5 g zat karbohidrat, 166 mcg zat karoten total, 3.9 g zat lemak, 279 mg zat natrium, 0.0 mg zat niasin, 6.2 g zat protein, 39 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0 g zat serat, 0 mg zat tembaga, 0.85 mg zat thiamin dan 0 mg zat vitamin c. 
