FOOD_CODE|Nutrient/Ingridient|Value (per 100gr)|Name|Group|Type
DP024|Kalium (K)|1,030.0 mg|Ares, vegetables|Vegetables|Processed/Products
DP024|Tembaga (Cu)|0.70 mg|Ares, vegetables|Vegetables|Processed/Products
DP024|Seng (Zn)|3.8 mg|Ares, vegetables|Vegetables|Processed/Products
DP024|Beta-Karoten (Carotenes)|6 mcg|Ares, vegetables|Vegetables|Processed/Products
DP024|Thiamin (Vit. B1)|0.10 mg|Ares, vegetables|Vegetables|Processed/Products
DP024|Niasin (Niacin)|0.5 mg|Ares, vegetables|Vegetables|Processed/Products
DP025|Air (Water)|59.0 g|Arwan sisir|Vegetables|Processed/Products
DP025|Energi (Energy)|277 Kal|Arwan sisir|Vegetables|Processed/Products
DP025|Protein (Protein)|2.4 g|Arwan sisir|Vegetables|Processed/Products
DP025|Lemak (Fat)|25.0 g|Arwan sisir|Vegetables|Processed/Products
DP025|Karbohidrat (CHO)|10.7 g|Arwan sisir|Vegetables|Processed/Products
DP025|Serat (Fibre)|4.6 g|Arwan sisir|Vegetables|Processed/Products
DP025|Abu (ASH)|2.9 g|Arwan sisir|Vegetables|Processed/Products
DP025|Kalsium (Ca)|120 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Fosfor (P)|40 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Besi (Fe)|2.4 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Natrium (Na)|240 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Kalium (K)|320.0 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Tembaga (Cu)|0.20 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Seng (Zn)|0.9 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Beta-Karoten (Carotenes)|1,578 mcg|Arwan sisir|Vegetables|Processed/Products
DP025|Thiamin (Vit. B1)|0.10 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Riboflavin (Vit. B2)|0.20 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Niasin (Niacin)|0.0 mg|Arwan sisir|Vegetables|Processed/Products
DP025|Vitamin C (Vit. C)|11 mg|Arwan sisir|Vegetables|Processed/Products
DP026|Air (Water)|89.1 g|Beberuk|Vegetables|Processed/Products
DP026|Energi (Energy)|65 Kal|Beberuk|Vegetables|Processed/Products
DP026|Protein (Protein)|1.1 g|Beberuk|Vegetables|Processed/Products
DP026|Lemak (Fat)|5.2 g|Beberuk|Vegetables|Processed/Products
DP026|Karbohidrat (CHO)|3.5 g|Beberuk|Vegetables|Processed/Products
DP026|Serat (Fibre)|3.1 g|Beberuk|Vegetables|Processed/Products
DP026|Abu (ASH)|1.1 g|Beberuk|Vegetables|Processed/Products
DP026|Kalsium (Ca)|179 mg|Beberuk|Vegetables|Processed/Products
DP026|Fosfor (P)|72 mg|Beberuk|Vegetables|Processed/Products
DP026|Besi (Fe)|8.3 mg|Beberuk|Vegetables|Processed/Products
DP026|Natrium (Na)|53 mg|Beberuk|Vegetables|Processed/Products
DP026|Kalium (K)|427.0 mg|Beberuk|Vegetables|Processed/Products
DP026|Tembaga (Cu)|0.40 mg|Beberuk|Vegetables|Processed/Products
DP026|Seng (Zn)|0.2 mg|Beberuk|Vegetables|Processed/Products
DP026|Beta-Karoten (Carotenes)|44 mcg|Beberuk|Vegetables|Processed/Products
DP026|Thiamin (Vit. B1)|0.30 mg|Beberuk|Vegetables|Processed/Products
DP026|Niasin (Niacin)|4.4 mg|Beberuk|Vegetables|Processed/Products
DP027|Air (Water)|63.9 g|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Energi (Energy)|186 Kal|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Protein (Protein)|11.7 g|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Lemak (Fat)|9.7 g|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Karbohidrat (CHO)|13.0 g|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Serat (Fibre)|2.1 g|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Abu (ASH)|2.2 g|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Kalsium (Ca)|771 mg|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Fosfor (P)|322 mg|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Besi (Fe)|26.0 mg|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Retinol (Vit. A)|18 mcg|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Karoten Total (Re)|179 mcg|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Thiamin (Vit. B1)|0.27 mg|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP027|Vitamin C (Vit. C)|2 mg|Lamtoro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Air (Water)|74.5 g|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Energi (Energy)|141 Kal|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Protein (Protein)|4.4 g|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Lemak (Fat)|10.2 g|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Karbohidrat (CHO)|8.0 g|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Serat (Fibre)|1.8 g|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Abu (ASH)|3.0 g|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Kalsium (Ca)|149 mg|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Fosfor (P)|121 mg|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Besi (Fe)|14.5 mg|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Retinol (Vit. A)|13 mcg|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Karoten Total (Re)|8,610 mcg|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Thiamin (Vit. B1)|0.25 mg|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP028|Vitamin C (Vit. C)|1 mg|Taro wrapped in banana leaves|Vegetables|Processed/Products
DP029|Air (Water)|79.6 g|Cammetutu|Vegetables|Processed/Products
DP029|Energi (Energy)|102 Kal|Cammetutu|Vegetables|Processed/Products
DP029|Protein (Protein)|3.2 g|Cammetutu|Vegetables|Processed/Products
DP029|Lemak (Fat)|6.0 g|Cammetutu|Vegetables|Processed/Products
DP029|Karbohidrat (CHO)|8.7 g|Cammetutu|Vegetables|Processed/Products
DP029|Serat (Fibre)|4.3 g|Cammetutu|Vegetables|Processed/Products
DP029|Abu (ASH)|2.5 g|Cammetutu|Vegetables|Processed/Products
DP029|Kalsium (Ca)|41 mg|Cammetutu|Vegetables|Processed/Products
DP029|Fosfor (P)|93 mg|Cammetutu|Vegetables|Processed/Products
DP029|Besi (Fe)|0.5 mg|Cammetutu|Vegetables|Processed/Products
DP029|Natrium (Na)|443 mg|Cammetutu|Vegetables|Processed/Products
DP029|Kalium (K)|518.0 mg|Cammetutu|Vegetables|Processed/Products
DP029|Tembaga (Cu)|0.30 mg|Cammetutu|Vegetables|Processed/Products
DP029|Seng (Zn)|0.7 mg|Cammetutu|Vegetables|Processed/Products
DP029|Beta-Karoten (Carotenes)|1,123 mcg|Cammetutu|Vegetables|Processed/Products
DP029|Thiamin (Vit. B1)|0.30 mg|Cammetutu|Vegetables|Processed/Products
DP029|Riboflavin (Vit. B2)|0.40 mg|Cammetutu|Vegetables|Processed/Products
DP029|Niasin (Niacin)|0.4 mg|Cammetutu|Vegetables|Processed/Products
DP029|Vitamin C (Vit. C)|19 mg|Cammetutu|Vegetables|Processed/Products
DP030|Air (Water)|82.7 g|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Energi (Energy)|97 Kal|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Protein (Protein)|5.8 g|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Lemak (Fat)|6.3 g|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Karbohidrat (CHO)|4.2 g|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Serat (Fibre)|0.6 g|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Abu (ASH)|1.0 g|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Kalsium (Ca)|287 mg|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Fosfor (P)|89 mg|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Besi (Fe)|1.8 mg|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Natrium (Na)|405 mg|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Retinol (Vit. A)|45 mcg|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Karoten Total (Re)|1,640 mcg|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Thiamin (Vit. B1)|0.21 mg|Cap cai, vegetables|Vegetables|Processed/Products
DP030|Vitamin C (Vit. C)|1 mg|Cap cai, vegetables|Vegetables|Processed/Products
DP031|Air (Water)|68.5 g|Gado-gado|Vegetables|Processed/Products
DP031|Energi (Energy)|137 Kal|Gado-gado|Vegetables|Processed/Products
DP031|Protein (Protein)|6.1 g|Gado-gado|Vegetables|Processed/Products
DP031|Lemak (Fat)|3.2 g|Gado-gado|Vegetables|Processed/Products
DP031|Karbohidrat (CHO)|21.0 g|Gado-gado|Vegetables|Processed/Products
DP031|Serat (Fibre)|1.1 g|Gado-gado|Vegetables|Processed/Products
DP031|Abu (ASH)|1.5 g|Gado-gado|Vegetables|Processed/Products
DP031|Kalsium (Ca)|301 mg|Gado-gado|Vegetables|Processed/Products
DP031|Fosfor (P)|135 mg|Gado-gado|Vegetables|Processed/Products
DP031|Besi (Fe)|7.5 mg|Gado-gado|Vegetables|Processed/Products
DP031|Retinol (Vit. A)|3 mcg|Gado-gado|Vegetables|Processed/Products
DP031|Karoten Total (Re)|5,929 mcg|Gado-gado|Vegetables|Processed/Products
DP031|Thiamin (Vit. B1)|0.10 mg|Gado-gado|Vegetables|Processed/Products
DP031|Vitamin C (Vit. C)|1 mg|Gado-gado|Vegetables|Processed/Products
DP032|Air (Water)|69.2 g|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Energi (Energy)|160 Kal|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Protein (Protein)|3.3 g|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Lemak (Fat)|9.2 g|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Karbohidrat (CHO)|16.0 g|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Serat (Fibre)|2.3 g|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Abu (ASH)|2.1 g|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Kalsium (Ca)|62 mg|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Fosfor (P)|55 mg|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Besi (Fe)|12.8 mg|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Retinol (Vit. A)|0 mcg|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Karoten Total (Re)|166 mcg|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Thiamin (Vit. B1)|0.15 mg|Gudeg, vegetables|Vegetables|Processed/Products
DP032|Vitamin C (Vit. C)|0 mg|Gudeg, vegetables|Vegetables|Processed/Products
DP033|Air (Water)|76.1 g|Fern curry|Vegetables|Processed/Products
DP033|Energi (Energy)|143 Kal|Fern curry|Vegetables|Processed/Products
DP033|Protein (Protein)|4.0 g|Fern curry|Vegetables|Processed/Products
DP033|Lemak (Fat)|11.4 g|Fern curry|Vegetables|Processed/Products
DP033|Karbohidrat (CHO)|6.0 g|Fern curry|Vegetables|Processed/Products
DP033|Serat (Fibre)|1.4 g|Fern curry|Vegetables|Processed/Products
DP033|Abu (ASH)|2.6 g|Fern curry|Vegetables|Processed/Products
DP033|Kalsium (Ca)|548 mg|Fern curry|Vegetables|Processed/Products
DP033|Fosfor (P)|124 mg|Fern curry|Vegetables|Processed/Products
DP033|Besi (Fe)|1.7 mg|Fern curry|Vegetables|Processed/Products
DP033|Retinol (Vit. A)|11 mcg|Fern curry|Vegetables|Processed/Products
DP033|Karoten Total (Re)|9,802 mcg|Fern curry|Vegetables|Processed/Products
DP033|Thiamin (Vit. B1)|0.35 mg|Fern curry|Vegetables|Processed/Products
DP033|Vitamin C (Vit. C)|1 mg|Fern curry|Vegetables|Processed/Products
DP034|Air (Water)|71.9 g|Pliek curry|Vegetables|Processed/Products
DP034|Energi (Energy)|176 Kal|Pliek curry|Vegetables|Processed/Products
DP034|Protein (Protein)|7.3 g|Pliek curry|Vegetables|Processed/Products
DP034|Lemak (Fat)|14.9 g|Pliek curry|Vegetables|Processed/Products
DP034|Karbohidrat (CHO)|3.2 g|Pliek curry|Vegetables|Processed/Products
DP034|Abu (ASH)|2.7 g|Pliek curry|Vegetables|Processed/Products
DP034|Kalsium (Ca)|39 mg|Pliek curry|Vegetables|Processed/Products
DP034|Fosfor (P)|54 mg|Pliek curry|Vegetables|Processed/Products
DP034|Besi (Fe)|1.4 mg|Pliek curry|Vegetables|Processed/Products
DP034|Natrium (Na)|257 mg|Pliek curry|Vegetables|Processed/Products
DP034|Kalium (K)|285.0 mg|Pliek curry|Vegetables|Processed/Products
DP034|Tembaga (Cu)|0.30 mg|Pliek curry|Vegetables|Processed/Products
DP034|Seng (Zn)|0.6 mg|Pliek curry|Vegetables|Processed/Products
DP035|Air (Water)|80.0 g|Kadada katembe|Vegetables|Processed/Products
DP035|Energi (Energy)|110 Kal|Kadada katembe|Vegetables|Processed/Products
DP035|Protein (Protein)|4.5 g|Kadada katembe|Vegetables|Processed/Products
DP035|Lemak (Fat)|6.9 g|Kadada katembe|Vegetables|Processed/Products
DP035|Karbohidrat (CHO)|7.1 g|Kadada katembe|Vegetables|Processed/Products
DP035|Serat (Fibre)|3.9 g|Kadada katembe|Vegetables|Processed/Products
DP035|Abu (ASH)|1.5 g|Kadada katembe|Vegetables|Processed/Products
DP035|Kalsium (Ca)|26 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Fosfor (P)|77 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Besi (Fe)|0.0 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Natrium (Na)|178 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Kalium (K)|131.0 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Tembaga (Cu)|0.20 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Seng (Zn)|0.7 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Beta-Karoten (Carotenes)|46 mcg|Kadada katembe|Vegetables|Processed/Products
DP035|Thiamin (Vit. B1)|0.10 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Niasin (Niacin)|3.7 mg|Kadada katembe|Vegetables|Processed/Products
DP035|Vitamin C (Vit. C)|23 mg|Kadada katembe|Vegetables|Processed/Products
DP036|Air (Water)|91.7 g|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Energi (Energy)|38 Kal|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Protein (Protein)|2.4 g|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Lemak (Fat)|2.0 g|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Karbohidrat (CHO)|2.6 g|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Serat (Fibre)|1.5 g|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Abu (ASH)|1.3 g|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Kalsium (Ca)|126 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Fosfor (P)|68 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Besi (Fe)|0.0 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Natrium (Na)|170 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Kalium (K)|43.0 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Tembaga (Cu)|0.00 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Seng (Zn)|0.3 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Beta-Karoten (Carotenes)|40 mcg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Thiamin (Vit. B1)|0.10 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Niasin (Niacin)|3.7 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP036|Vitamin C (Vit. C)|22 mg|Kaparende, vegetables|Vegetables|Processed/Products
DP037|Air (Water)|79.0 g|Karedok, vegetables|Vegetables|Processed/Products
DP037|Energi (Energy)|92 Kal|Karedok, vegetables|Vegetables|Processed/Products
DP037|Protein (Protein)|2.2 g|Karedok, vegetables|Vegetables|Processed/Products
DP037|Lemak (Fat)|3.3 g|Karedok, vegetables|Vegetables|Processed/Products
DP037|Karbohidrat (CHO)|14.1 g|Karedok, vegetables|Vegetables|Processed/Products
DP037|Serat (Fibre)|1.4 g|Karedok, vegetables|Vegetables|Processed/Products
DP037|Abu (ASH)|1.4 g|Karedok, vegetables|Vegetables|Processed/Products
DP037|Kalsium (Ca)|174 mg|Karedok, vegetables|Vegetables|Processed/Products
DP037|Fosfor (P)|85 mg|Karedok, vegetables|Vegetables|Processed/Products
DP037|Besi (Fe)|2.4 mg|Karedok, vegetables|Vegetables|Processed/Products
DP037|Retinol (Vit. A)|0 mcg|Karedok, vegetables|Vegetables|Processed/Products
DP037|Karoten Total (Re)|1 mcg|Karedok, vegetables|Vegetables|Processed/Products
DP037|Thiamin (Vit. B1)|0.08 mg|Karedok, vegetables|Vegetables|Processed/Products
DP037|Vitamin C (Vit. C)|3 mg|Karedok, vegetables|Vegetables|Processed/Products
DP038|Air (Water)|2.3 g|Spinach chips|Vegetables|Processed/Products
DP038|Energi (Energy)|586 Kal|Spinach chips|Vegetables|Processed/Products
DP038|Protein (Protein)|4.9 g|Spinach chips|Vegetables|Processed/Products
DP038|Lemak (Fat)|40.6 g|Spinach chips|Vegetables|Processed/Products
DP038|Karbohidrat (CHO)|50.2 g|Spinach chips|Vegetables|Processed/Products
DP038|Serat (Fibre)|0.5 g|Spinach chips|Vegetables|Processed/Products
DP038|Abu (ASH)|1.9 g|Spinach chips|Vegetables|Processed/Products
DP038|Kalsium (Ca)|236 mg|Spinach chips|Vegetables|Processed/Products
DP038|Fosfor (P)|117 mg|Spinach chips|Vegetables|Processed/Products
DP038|Besi (Fe)|3.6 mg|Spinach chips|Vegetables|Processed/Products
DP038|Retinol (Vit. A)|0 mcg|Spinach chips|Vegetables|Processed/Products
DP038|Karoten Total (Re)|4,544 mcg|Spinach chips|Vegetables|Processed/Products
DP038|Thiamin (Vit. B1)|0.16 mg|Spinach chips|Vegetables|Processed/Products
DP038|Vitamin C (Vit. C)|0 mg|Spinach chips|Vegetables|Processed/Products
DP039|Air (Water)|88.4 g|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Energi (Energy)|46 Kal|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Protein (Protein)|2.2 g|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Lemak (Fat)|1.5 g|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Karbohidrat (CHO)|6.0 g|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Serat (Fibre)|3.8 g|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Abu (ASH)|1.9 g|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Kalsium (Ca)|64 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Fosfor (P)|44 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Besi (Fe)|0.0 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Natrium (Na)|316 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Kalium (K)|103.0 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Tembaga (Cu)|1.60 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Seng (Zn)|0.8 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Beta-Karoten (Carotenes)|75 mcg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Thiamin (Vit. B1)|0.30 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Niasin (Niacin)|9.7 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP039|Vitamin C (Vit. C)|7 mg|Kotiu hinela tawang nggole|Vegetables|Processed/Products
DP040|Air (Water)|96.3 g|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Energi (Energy)|15 Kal|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Protein (Protein)|1.0 g|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Lemak (Fat)|0.4 g|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Karbohidrat (CHO)|1.9 g|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Abu (ASH)|0.4 g|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Kalsium (Ca)|17 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Fosfor (P)|230 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Besi (Fe)|2.9 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Natrium (Na)|3 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Kalium (K)|156.0 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Tembaga (Cu)|0.10 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Seng (Zn)|0.7 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Thiamin (Vit. B1)|0.30 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP040|Riboflavin (Vit. B2)|0.00 mg|Lema/ Bamboo shoots sour|Vegetables|Processed/Products
DP041|Air (Water)|84.8 g|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Energi (Energy)|79 Kal|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Protein (Protein)|2.3 g|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Lemak (Fat)|5.2 g|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Karbohidrat (CHO)|5.8 g|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Serat (Fibre)|2.5 g|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Abu (ASH)|1.9 g|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Kalsium (Ca)|170 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Fosfor (P)|70 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Besi (Fe)|0.9 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Natrium (Na)|170 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Kalium (K)|50.0 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Tembaga (Cu)|0.20 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Seng (Zn)|0.8 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Thiamin (Vit. B1)|0.20 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Riboflavin (Vit. B2)|0.10 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Niasin (Niacin)|0.0 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP041|Vitamin C (Vit. C)|18 mg|Lilin bungkus gedi|Vegetables|Processed/Products
DP042|Air (Water)|83.9 g|Olah-olah|Vegetables|Processed/Products
DP042|Energi (Energy)|9 Kal|Olah-olah|Vegetables|Processed/Products
DP042|Protein (Protein)|2.1 g|Olah-olah|Vegetables|Processed/Products
DP042|Lemak (Fat)|6.0 g|Olah-olah|Vegetables|Processed/Products
DP042|Karbohidrat (CHO)|7.1 g|Olah-olah|Vegetables|Processed/Products
DP042|Serat (Fibre)|4.4 g|Olah-olah|Vegetables|Processed/Products
DP042|Abu (ASH)|0.9 g|Olah-olah|Vegetables|Processed/Products
DP042|Kalsium (Ca)|26 mg|Olah-olah|Vegetables|Processed/Products
DP042|Fosfor (P)|3 mg|Olah-olah|Vegetables|Processed/Products
DP042|Besi (Fe)|1.2 mg|Olah-olah|Vegetables|Processed/Products
DP042|Natrium (Na)|289 mg|Olah-olah|Vegetables|Processed/Products
DP042|Kalium (K)|266.0 mg|Olah-olah|Vegetables|Processed/Products
DP042|Tembaga (Cu)|0.30 mg|Olah-olah|Vegetables|Processed/Products
DP042|Seng (Zn)|0.6 mg|Olah-olah|Vegetables|Processed/Products
DP042|Beta-Karoten (Carotenes)|36 mcg|Olah-olah|Vegetables|Processed/Products
DP042|Thiamin (Vit. B1)|0.20 mg|Olah-olah|Vegetables|Processed/Products
DP042|Riboflavin (Vit. B2)|0.10 mg|Olah-olah|Vegetables|Processed/Products
DP042|Niasin (Niacin)|0.4 mg|Olah-olah|Vegetables|Processed/Products
DP043|Air (Water)|83.4 g|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Energi (Energy)|77 Kal|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Protein (Protein)|3.5 g|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Lemak (Fat)|4.6 g|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Karbohidrat (CHO)|5.4 g|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Serat (Fibre)|3.6 g|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Abu (ASH)|3.1 g|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Kalsium (Ca)|63 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Fosfor (P)|85 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Besi (Fe)|0.0 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Natrium (Na)|469 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Kalium (K)|37.0 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Tembaga (Cu)|0.30 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Seng (Zn)|0.7 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Beta-Karoten (Carotenes)|55 mcg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Thiamin (Vit. B1)|0.80 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Riboflavin (Vit. B2)|0.10 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Niasin (Niacin)|0.2 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP043|Vitamin C (Vit. C)|4 mg|Paku hinela wulelenggapaya|Vegetables|Processed/Products
DP044|Air (Water)|83.8 g|Water spinach pelecing|Vegetables|Processed/Products
DP044|Energi (Energy)|75 Kal|Water spinach pelecing|Vegetables|Processed/Products
DP044|Protein (Protein)|2.5 g|Water spinach pelecing|Vegetables|Processed/Products
DP044|Lemak (Fat)|2.8 g|Water spinach pelecing|Vegetables|Processed/Products
DP044|Karbohidrat (CHO)|10.0 g|Water spinach pelecing|Vegetables|Processed/Products
DP044|Serat (Fibre)|5.4 g|Water spinach pelecing|Vegetables|Processed/Products
DP044|Abu (ASH)|0.9 g|Water spinach pelecing|Vegetables|Processed/Products
